Correctness Score,Concept Coverage,Reasoning Score,Missing Concepts,Engagement Score,Confidence Score,Hesitation Score,Eye Contact Score,Difficulty,Correct Streak,Wrong Streak,Policy
75,54,85,2,0.695,0.659,0.257,0.497,Hard,3,0,Maintain Difficulty
95,92,93,0,0.901,0.877,0.102,0.902,Easy,0,0,Increase Difficulty
95,93,93,0,0.896,0.889,0.084,0.91,Easy,0,0,Increase Difficulty
92,88,92,1,0.871,0.835,0.129,0.815,Easy,0,0,Increase Difficulty
73,68,81,1,0.557,0.633,0.403,0.556,Easy,1,0,Ask Follow-up Question
66,80,82,4,0.6,0.666,0.229,0.745,Medium,0,1,Probe Missing Concept
58,65,64,6,0.473,0.554,0.415,0.519,Easy,1,0,Probe Missing Concept
63,68,73,6,0.526,0.632,0.379,0.625,Easy,0,2,Probe Missing Concept
68,67,80,3,0.652,0.6,0.289,0.635,Easy,2,0,Maintain Difficulty
95,94,96,0,0.933,0.939,0.066,0.914,Hard,0,0,Switch Topic
62,77,70,3,0.614,0.543,0.382,0.75,Easy,0,1,Maintain Difficulty
84,79,80,1,0.735,0.627,0.344,0.639,Medium,1,0,Ask Application Question
95,92,96,0,0.945,0.927,0.085,0.884,Hard,0,0,Switch Topic
37,39,42,5,0.392,0.368,0.61,0.352,Medium,0,1,Reduce Difficulty
26,32,18,7,0.221,0.171,0.971,0.245,Hard,0,3,Reduce Difficulty
77,68,81,2,0.687,0.613,0.415,0.613,Medium,0,1,Ask Follow-up Question
57,49,84,1,0.49,0.601,0.271,0.448,Hard,0,2,Maintain Difficulty
78,73,84,2,0.745,0.667,0.274,0.727,Medium,0,2,Ask Follow-up Question
93,90,89,1,0.834,0.828,0.153,0.879,Easy,0,0,Increase Difficulty
96,94,95,0,0.932,0.923,0.073,0.938,Hard,0,0,Switch Topic
32,40,34,4,0.333,0.262,0.721,0.374,Medium,1,0,Reduce Difficulty
74,65,82,2,0.622,0.617,0.428,0.515,Easy,0,1,Ask Follow-up Question
42,50,49,3,0.481,0.446,0.501,0.527,Medium,0,2,Reduce Difficulty
23,32,24,6,0.18,0.151,0.874,0.257,Medium,0,3,Reduce Difficulty
44,57,43,4,0.485,0.499,0.597,0.617,Hard,0,5,Reduce Difficulty
74,63,75,4,0.704,0.593,0.433,0.661,Medium,0,1,Probe Missing Concept
96,93,96,0,0.957,0.922,0.067,0.912,Hard,0,0,Switch Topic
58,41,57,3,0.49,0.503,0.547,0.359,Medium,1,0,Maintain Difficulty
28,44,27,5,0.28,0.242,0.82,0.437,Medium,0,4,Reduce Difficulty
85,81,82,0,0.791,0.656,0.292,0.702,Medium,4,0,Ask Application Question
35,43,39,6,0.323,0.416,0.663,0.402,Medium,0,4,Reduce Difficulty
81,80,82,1,0.685,0.595,0.312,0.7,Medium,2,0,Ask Application Question
38,32,35,5,0.394,0.321,0.721,0.234,Medium,1,0,Reduce Difficulty
54,57,50,2,0.443,0.538,0.612,0.519,Hard,1,0,Maintain Difficulty
88,80,86,1,0.823,0.764,0.329,0.771,Medium,2,0,Ask Application Question
72,63,81,1,0.633,0.697,0.297,0.581,Medium,0,1,Maintain Difficulty
69,68,76,2,0.651,0.618,0.337,0.637,Medium,0,1,Maintain Difficulty
95,96,95,0,0.919,0.941,0.043,0.95,Hard,0,0,Switch Topic
28,34,24,6,0.251,0.202,0.883,0.278,Hard,0,2,Reduce Difficulty
64,55,65,6,0.546,0.552,0.543,0.526,Easy,1,0,Probe Missing Concept
29,45,23,5,0.289,0.229,0.889,0.44,Medium,0,1,Reduce Difficulty
58,62,62,1,0.48,0.605,0.494,0.571,Medium,0,0,Maintain Difficulty
98,96,95,0,0.955,0.93,0.049,0.973,Easy,0,0,Increase Difficulty
95,93,93,0,0.915,0.894,0.107,0.926,Hard,0,0,Switch Topic
97,94,95,0,0.943,0.946,0.094,0.95,Hard,0,0,Switch Topic
79,72,81,2,0.717,0.665,0.392,0.745,Medium,1,0,Ask Follow-up Question
92,95,94,0,0.867,0.868,0.164,0.908,Hard,0,2,Maintain Difficulty
84,75,87,2,0.903,0.77,0.207,0.787,Easy,2,0,Ask Follow-up Question
38,48,55,4,0.336,0.365,0.543,0.451,Hard,1,0,Maintain Difficulty
60,50,64,0,0.463,0.644,0.49,0.432,Medium,0,1,Maintain Difficulty
51,53,58,6,0.419,0.392,0.545,0.452,Easy,0,2,Probe Missing Concept
51,49,40,4,0.57,0.526,0.659,0.487,Hard,1,0,Reduce Difficulty
97,91,93,1,0.941,0.864,0.115,0.9,Easy,0,0,Increase Difficulty
92,89,90,1,0.845,0.791,0.143,0.849,Easy,0,0,Increase Difficulty
78,76,82,2,0.704,0.69,0.316,0.821,Medium,1,0,Ask Follow-up Question
82,79,81,3,0.653,0.669,0.372,0.642,Medium,0,1,Ask Application Question
69,64,69,2,0.61,0.647,0.426,0.587,Medium,0,1,Maintain Difficulty
60,62,62,5,0.531,0.477,0.44,0.505,Easy,0,0,Probe Missing Concept
94,90,91,1,0.887,0.867,0.142,0.899,Hard,0,0,Switch Topic
60,68,64,4,0.568,0.466,0.366,0.541,Easy,2,0,Probe Missing Concept
51,54,69,4,0.467,0.38,0.52,0.609,Medium,0,0,Probe Missing Concept
98,97,97,0,0.978,0.975,0.047,0.975,Hard,0,0,Switch Topic
96,95,95,0,0.933,0.936,0.066,0.951,Hard,0,0,Switch Topic
57,52,61,6,0.463,0.474,0.577,0.484,Easy,2,0,Probe Missing Concept
96,92,93,1,0.922,0.864,0.105,0.892,Easy,0,0,Increase Difficulty
79,73,84,3,0.78,0.654,0.294,0.745,Medium,2,0,Ask Follow-up Question
84,77,72,2,0.798,0.692,0.389,0.723,Medium,1,0,Maintain Difficulty
95,92,94,0,0.903,0.917,0.101,0.911,Hard,0,0,Switch Topic
95,94,94,0,0.92,0.919,0.08,0.934,Hard,0,0,Switch Topic
82,75,85,1,0.814,0.77,0.263,0.79,Easy,1,0,Ask Follow-up Question
67,58,63,2,0.602,0.576,0.478,0.535,Hard,1,0,Maintain Difficulty
94,90,92,0,0.873,0.865,0.124,0.86,Easy,0,0,Increase Difficulty
74,60,72,5,0.652,0.644,0.49,0.598,Medium,0,1,Probe Missing Concept
27,37,28,6,0.24,0.24,0.826,0.327,Medium,0,4,Reduce Difficulty
93,89,95,0,0.902,0.866,0.107,0.814,Easy,0,0,Increase Difficulty
41,27,47,5,0.36,0.293,0.626,0.229,Hard,1,0,Maintain Difficulty
94,93,93,0,0.884,0.876,0.081,0.897,Easy,0,0,Increase Difficulty
73,69,82,3,0.638,0.519,0.356,0.613,Medium,1,0,Ask Follow-up Question
80,74,88,2,0.813,0.734,0.169,0.713,Easy,0,0,Ask Follow-up Question
98,94,95,0,0.937,0.949,0.086,0.922,Easy,0,0,Increase Difficulty
91,82,82,2,0.873,0.766,0.281,0.774,Easy,0,1,Maintain Difficulty
79,74,85,1,0.721,0.782,0.272,0.736,Easy,1,0,Ask Follow-up Question
62,59,78,5,0.544,0.559,0.489,0.698,Easy,0,0,Probe Missing Concept
55,49,61,4,0.519,0.44,0.486,0.459,Easy,1,0,Maintain Difficulty
75,70,82,3,0.658,0.583,0.358,0.629,Medium,1,0,Ask Follow-up Question
51,56,54,3,0.44,0.483,0.561,0.517,Medium,1,0,Maintain Difficulty
82,83,81,3,0.636,0.695,0.264,0.66,Medium,2,0,Ask Application Question
36,3,33,4,0.235,0.286,0.793,0.0,Easy,1,0,Maintain Difficulty
48,43,44,5,0.442,0.341,0.654,0.392,Hard,2,0,Maintain Difficulty
83,82,80,2,0.683,0.668,0.268,0.614,Medium,0,1,Ask Application Question
65,58,71,5,0.585,0.54,0.498,0.61,Medium,0,1,Probe Missing Concept
96,95,95,0,0.939,0.929,0.066,0.948,Hard,0,0,Switch Topic
76,70,85,2,0.674,0.664,0.301,0.616,Easy,1,0,Ask Follow-up Question
43,34,32,6,0.436,0.382,0.784,0.254,Medium,1,0,Reduce Difficulty
81,72,84,2,0.791,0.717,0.311,0.706,Easy,2,0,Ask Follow-up Question
97,98,96,0,0.961,0.97,0.027,0.98,Hard,0,0,Switch Topic
87,84,81,1,0.795,0.74,0.226,0.66,Medium,2,0,Ask Application Question
78,74,86,2,0.739,0.688,0.238,0.715,Medium,1,0,Ask Follow-up Question
86,86,84,1,0.775,0.767,0.178,0.738,Medium,1,0,Ask Application Question
41,44,38,5,0.431,0.41,0.685,0.419,Medium,0,4,Reduce Difficulty
92,91,92,0,0.859,0.87,0.113,0.883,Hard,0,0,Switch Topic
80,76,87,2,0.801,0.726,0.178,0.762,Medium,0,1,Ask Follow-up Question
50,51,34,2,0.392,0.466,0.775,0.45,Easy,1,0,Maintain Difficulty
36,45,32,6,0.346,0.369,0.775,0.426,Hard,0,3,Reduce Difficulty
91,85,85,1,0.897,0.854,0.202,0.74,Medium,1,0,Ask Application Question
72,62,67,7,0.591,0.698,0.477,0.53,Easy,0,1,Probe Missing Concept
92,88,90,0,0.951,0.856,0.097,0.886,Medium,0,1,Ask Application Question
93,91,91,1,0.866,0.863,0.129,0.899,Hard,0,0,Switch Topic
71,65,80,3,0.558,0.53,0.449,0.497,Easy,0,1,Ask Follow-up Question
83,81,82,1,0.718,0.636,0.278,0.68,Medium,0,1,Ask Application Question
63,73,70,4,0.578,0.563,0.315,0.603,Easy,2,0,Probe Missing Concept
82,64,81,1,0.744,0.738,0.304,0.588,Easy,2,0,Maintain Difficulty
96,94,94,0,0.911,0.922,0.059,0.914,Easy,0,0,Increase Difficulty
87,87,91,1,0.807,0.829,0.128,0.914,Medium,0,1,Ask Application Question
75,64,64,5,0.67,0.642,0.444,0.51,Medium,0,2,Probe Missing Concept
84,85,86,2,0.709,0.77,0.203,0.78,Medium,3,0,Ask Application Question
77,62,74,4,0.741,0.605,0.45,0.643,Medium,0,1,Probe Missing Concept
96,94,96,0,0.953,0.93,0.062,0.933,Hard,0,0,Switch Topic
76,72,80,1,0.604,0.678,0.412,0.722,Medium,0,2,Ask Follow-up Question
84,82,83,0,0.762,0.633,0.258,0.712,Medium,2,0,Ask Application Question
30,30,27,7,0.262,0.23,0.84,0.205,Hard,0,3,Reduce Difficulty
52,57,40,4,0.59,0.567,0.657,0.599,Hard,1,0,Reduce Difficulty
78,67,80,5,0.715,0.708,0.402,0.704,Easy,0,1,Probe Missing Concept
85,85,83,1,0.759,0.7,0.194,0.717,Medium,0,1,Ask Application Question
96,96,95,0,0.922,0.96,0.043,0.956,Hard,0,0,Switch Topic
89,85,88,1,0.836,0.832,0.186,0.836,Medium,0,1,Ask Application Question
95,92,93,0,0.9,0.883,0.11,0.893,Easy,0,0,Increase Difficulty
52,58,61,4,0.486,0.46,0.48,0.548,Hard,0,1,Maintain Difficulty
74,72,71,1,0.671,0.682,0.402,0.675,Hard,1,0,Maintain Difficulty
95,90,93,0,0.913,0.884,0.139,0.882,Hard,0,0,Switch Topic
44,47,58,7,0.322,0.373,0.622,0.451,Easy,0,1,Probe Missing Concept
30,49,39,5,0.3,0.332,0.64,0.507,Medium,0,3,Reduce Difficulty
38,42,31,5,0.396,0.352,0.788,0.388,Hard,1,0,Reduce Difficulty
80,79,83,3,0.78,0.707,0.238,0.757,Easy,1,0,Probe Missing Concept
61,57,75,6,0.522,0.561,0.508,0.653,Medium,0,1,Probe Missing Concept
62,70,59,5,0.544,0.544,0.351,0.46,Medium,0,1,Probe Missing Concept
31,45,39,3,0.349,0.264,0.638,0.463,Hard,1,0,Reduce Difficulty
57,47,70,4,0.534,0.478,0.391,0.438,Easy,1,0,Maintain Difficulty
60,56,62,3,0.534,0.528,0.488,0.515,Hard,0,1,Maintain Difficulty
87,75,69,0,0.743,0.831,0.441,0.68,Easy,1,0,Maintain Difficulty
52,57,64,5,0.528,0.393,0.432,0.557,Hard,0,0,Maintain Difficulty
92,89,90,0,0.951,0.904,0.093,0.897,Medium,0,0,Ask Application Question
80,70,86,2,0.791,0.676,0.288,0.643,Medium,0,1,Ask Follow-up Question
96,95,94,0,0.911,0.926,0.051,0.933,Easy,0,0,Increase Difficulty
87,88,88,2,0.889,0.77,0.132,0.819,Medium,0,1,Probe Missing Concept
87,85,87,1,0.803,0.8,0.204,0.802,Medium,0,1,Ask Application Question
92,86,91,1,0.865,0.799,0.179,0.795,Easy,0,0,Increase Difficulty
76,79,79,3,0.735,0.684,0.246,0.711,Medium,0,1,Probe Missing Concept
94,94,95,0,0.907,0.894,0.037,0.882,Easy,0,0,Increase Difficulty
52,34,49,4,0.446,0.413,0.621,0.293,Hard,0,1,Maintain Difficulty
93,86,88,0,0.971,0.843,0.158,0.847,Medium,2,0,Ask Application Question
77,67,82,3,0.724,0.592,0.416,0.596,Easy,0,1,Ask Follow-up Question
37,34,25,5,0.403,0.25,0.872,0.279,Medium,1,0,Reduce Difficulty
67,67,64,6,0.558,0.638,0.406,0.512,Medium,0,1,Probe Missing Concept
48,53,50,7,0.366,0.381,0.554,0.358,Easy,2,0,Probe Missing Concept
66,51,57,3,0.605,0.517,0.535,0.46,Hard,0,1,Maintain Difficulty
27,28,22,5,0.265,0.122,0.896,0.186,Medium,0,4,Reduce Difficulty
81,83,81,2,0.619,0.669,0.255,0.643,Medium,1,0,Ask Application Question
94,90,93,1,0.909,0.842,0.114,0.852,Easy,0,0,Increase Difficulty
91,89,91,1,0.842,0.846,0.151,0.856,Hard,0,0,Switch Topic
48,46,60,3,0.406,0.454,0.504,0.415,Medium,2,0,Maintain Difficulty
30,32,29,6,0.27,0.244,0.813,0.245,Hard,0,4,Reduce Difficulty
81,83,80,2,0.667,0.634,0.253,0.637,Medium,1,0,Ask Application Question
68,59,69,3,0.628,0.58,0.413,0.552,Easy,0,1,Maintain Difficulty
93,87,94,0,0.9,0.861,0.132,0.793,Easy,0,0,Increase Difficulty
94,92,93,0,0.898,0.905,0.099,0.909,Hard,0,0,Switch Topic
94,91,89,1,0.844,0.832,0.157,0.906,Easy,0,0,Increase Difficulty
60,48,73,5,0.543,0.458,0.61,0.638,Easy,2,0,Probe Missing Concept
37,38,40,5,0.383,0.359,0.64,0.33,Hard,0,3,Reduce Difficulty
71,61,58,6,0.618,0.581,0.479,0.437,Easy,0,1,Probe Missing Concept
93,88,91,1,0.859,0.855,0.161,0.863,Hard,0,0,Switch Topic
84,82,83,2,0.699,0.719,0.269,0.704,Medium,3,0,Ask Application Question
95,91,94,1,0.93,0.89,0.113,0.895,Hard,0,0,Switch Topic
96,92,94,0,0.929,0.916,0.106,0.906,Hard,0,0,Switch Topic
88,87,90,0,0.858,0.782,0.132,0.904,Medium,0,1,Ask Application Question
77,76,75,3,0.539,0.504,0.431,0.505,Medium,2,0,Ask Application Question
86,87,85,0,0.811,0.748,0.141,0.779,Medium,0,1,Ask Application Question
29,41,33,7,0.238,0.32,0.754,0.378,Hard,1,0,Reduce Difficulty
85,84,83,2,0.726,0.753,0.24,0.696,Medium,2,0,Ask Application Question
82,75,88,2,0.846,0.762,0.178,0.761,Easy,1,0,Ask Follow-up Question
63,66,73,4,0.601,0.501,0.387,0.648,Medium,1,0,Probe Missing Concept
64,64,56,6,0.54,0.54,0.43,0.413,Easy,1,0,Probe Missing Concept
52,52,59,2,0.422,0.536,0.521,0.468,Medium,1,0,Maintain Difficulty
57,52,56,4,0.523,0.463,0.535,0.485,Hard,1,0,Maintain Difficulty
100,98,96,0,0.995,0.943,0.021,0.994,Easy,0,0,Increase Difficulty
94,90,93,0,0.896,0.881,0.131,0.871,Hard,0,0,Switch Topic
69,58,70,4,0.645,0.539,0.5,0.59,Medium,0,1,Probe Missing Concept
62,68,56,5,0.56,0.499,0.377,0.435,Medium,1,0,Probe Missing Concept
86,86,88,1,0.773,0.787,0.161,0.836,Medium,2,0,Ask Application Question
86,82,82,1,0.803,0.69,0.266,0.674,Medium,2,0,Ask Application Question
83,82,85,2,0.697,0.704,0.281,0.767,Medium,1,0,Ask Application Question
64,83,70,3,0.638,0.563,0.383,0.804,Easy,0,0,Maintain Difficulty
94,91,94,0,0.913,0.889,0.102,0.892,Hard,0,0,Switch Topic
33,39,19,7,0.28,0.298,0.976,0.335,Hard,0,3,Reduce Difficulty
94,91,91,0,0.868,0.855,0.126,0.873,Easy,0,0,Increase Difficulty
35,43,38,5,0.353,0.369,0.68,0.401,Hard,1,0,Reduce Difficulty
34,36,29,5,0.357,0.251,0.809,0.304,Hard,1,0,Reduce Difficulty
88,85,87,0,0.836,0.782,0.179,0.806,Medium,1,0,Ask Application Question
94,92,92,1,0.889,0.85,0.09,0.885,Easy,0,0,Increase Difficulty
33,34,26,5,0.347,0.219,0.852,0.277,Hard,0,3,Reduce Difficulty
94,92,94,0,0.909,0.924,0.091,0.898,Hard,0,0,Switch Topic
46,51,40,5,0.485,0.531,0.664,0.507,Medium,0,5,Reduce Difficulty
91,89,89,0,0.933,0.856,0.095,0.864,Medium,1,0,Ask Application Question
72,65,73,3,0.691,0.588,0.362,0.614,Hard,1,0,Maintain Difficulty
23,29,23,8,0.157,0.175,0.9,0.194,Hard,0,4,Reduce Difficulty
24,27,27,8,0.139,0.236,0.842,0.159,Medium,0,3,Reduce Difficulty
51,59,60,3,0.468,0.464,0.497,0.553,Easy,0,2,Maintain Difficulty
96,94,96,0,0.942,0.943,0.064,0.925,Hard,0,0,Switch Topic
95,93,94,0,0.912,0.912,0.088,0.926,Hard,0,0,Switch Topic
86,87,85,3,0.731,0.845,0.17,0.734,Medium,0,1,Ask Application Question
95,94,94,1,0.924,0.872,0.049,0.912,Easy,0,0,Increase Difficulty
75,71,86,1,0.645,0.694,0.243,0.604,Medium,0,1,Ask Follow-up Question
77,70,81,1,0.653,0.692,0.401,0.668,Medium,0,2,Ask Follow-up Question
73,76,76,2,0.678,0.667,0.335,0.717,Hard,0,1,Maintain Difficulty
55,61,71,4,0.494,0.452,0.443,0.623,Easy,0,1,Probe Missing Concept
76,73,83,2,0.669,0.633,0.299,0.703,Medium,0,1,Ask Follow-up Question
35,31,38,7,0.307,0.373,0.686,0.213,Hard,1,0,Reduce Difficulty
65,64,56,4,0.624,0.457,0.41,0.441,Medium,2,0,Probe Missing Concept
95,94,94,1,0.94,0.893,0.07,0.936,Hard,0,0,Switch Topic
34,38,29,5,0.344,0.271,0.808,0.342,Hard,0,3,Reduce Difficulty
74,65,78,3,0.611,0.545,0.512,0.564,Medium,1,0,Ask Follow-up Question
91,88,90,1,0.847,0.817,0.159,0.865,Hard,0,0,Switch Topic
84,82,83,1,0.732,0.678,0.279,0.716,Medium,1,0,Ask Application Question
27,28,34,5,0.265,0.188,0.729,0.192,Medium,0,4,Reduce Difficulty
72,66,82,2,0.566,0.586,0.409,0.516,Easy,0,1,Ask Follow-up Question
92,93,93,0,0.857,0.868,0.063,0.874,Easy,0,0,Increase Difficulty
33,44,36,5,0.345,0.308,0.693,0.427,Hard,0,2,Reduce Difficulty
94,94,95,0,0.93,0.903,0.061,0.922,Hard,0,0,Switch Topic
72,62,69,5,0.661,0.594,0.456,0.583,Medium,1,0,Probe Missing Concept
51,41,54,2,0.39,0.505,0.583,0.349,Medium,0,1,Maintain Difficulty
75,72,58,3,0.718,0.593,0.526,0.683,Easy,0,3,Maintain Difficulty
30,31,24,8,0.245,0.259,0.894,0.212,Medium,0,4,Reduce Difficulty
72,72,75,2,0.665,0.665,0.355,0.68,Hard,1,0,Maintain Difficulty
84,80,83,1,0.733,0.658,0.324,0.707,Medium,2,0,Ask Application Question
81,73,83,2,0.797,0.703,0.331,0.738,Medium,2,0,Ask Follow-up Question
76,72,79,2,0.649,0.598,0.421,0.73,Medium,0,1,Ask Follow-up Question
76,67,78,6,0.646,0.75,0.414,0.667,Easy,1,0,Probe Missing Concept
85,77,90,1,0.905,0.856,0.113,0.792,Medium,2,0,Ask Follow-up Question
29,32,32,5,0.285,0.218,0.754,0.257,Medium,1,0,Reduce Difficulty
85,86,87,1,0.759,0.768,0.165,0.825,Medium,0,1,Ask Application Question
69,36,41,3,0.568,0.522,0.723,0.288,Medium,1,0,Maintain Difficulty
86,86,84,0,0.817,0.722,0.159,0.733,Medium,0,1,Ask Application Question
56,59,64,5,0.478,0.464,0.48,0.531,Medium,1,0,Probe Missing Concept
77,58,62,5,0.708,0.592,0.509,0.489,Medium,0,1,Probe Missing Concept
66,56,68,4,0.629,0.474,0.516,0.576,Medium,0,3,Probe Missing Concept
81,81,83,2,0.633,0.68,0.299,0.716,Medium,2,0,Ask Application Question
75,68,70,5,0.68,0.664,0.389,0.577,Medium,0,1,Probe Missing Concept
80,74,81,3,0.786,0.633,0.355,0.794,Medium,0,1,Ask Follow-up Question
39,39,35,4,0.423,0.338,0.717,0.352,Medium,0,5,Reduce Difficulty
89,86,86,1,0.847,0.822,0.176,0.793,Medium,1,0,Ask Application Question
68,57,70,2,0.6,0.614,0.415,0.516,Medium,1,0,Maintain Difficulty
83,86,87,0,0.745,0.699,0.155,0.83,Medium,1,0,Ask Application Question
92,76,87,1,0.87,0.787,0.234,0.715,Easy,0,1,Maintain Difficulty
41,53,40,5,0.418,0.499,0.652,0.55,Hard,0,4,Reduce Difficulty
79,72,84,1,0.722,0.723,0.311,0.679,Medium,0,1,Ask Follow-up Question
70,62,64,6,0.593,0.633,0.465,0.51,Medium,1,0,Probe Missing Concept
28,30,31,6,0.271,0.202,0.768,0.227,Medium,0,2,Reduce Difficulty
94,91,91,1,0.87,0.841,0.128,0.875,Easy,0,0,Increase Difficulty
98,94,94,0,0.952,0.912,0.085,0.941,Easy,0,0,Increase Difficulty
85,86,89,1,0.755,0.776,0.153,0.862,Medium,2,0,Ask Application Question
73,69,73,4,0.686,0.608,0.363,0.627,Medium,0,1,Probe Missing Concept
30,41,35,6,0.258,0.328,0.718,0.368,Hard,0,3,Reduce Difficulty
81,79,83,2,0.656,0.627,0.361,0.701,Medium,1,0,Ask Application Question
100,95,97,0,1.0,0.98,0.072,0.964,Easy,0,0,Increase Difficulty
95,94,94,0,0.928,0.924,0.073,0.938,Hard,0,0,Switch Topic
85,84,84,2,0.739,0.748,0.227,0.729,Medium,2,0,Ask Application Question
94,93,90,1,0.859,0.848,0.098,0.916,Easy,0,0,Increase Difficulty
90,88,90,0,0.894,0.848,0.105,0.883,Medium,1,0,Ask Application Question
96,95,93,0,0.915,0.9,0.063,0.938,Easy,0,0,Increase Difficulty
51,54,62,5,0.441,0.389,0.535,0.515,Medium,1,0,Probe Missing Concept
94,95,93,0,0.882,0.897,0.046,0.918,Easy,0,0,Increase Difficulty
89,85,87,1,0.831,0.829,0.201,0.811,Medium,2,0,Ask Application Question
96,93,92,0,0.896,0.901,0.103,0.92,Easy,0,0,Increase Difficulty
95,93,95,0,0.934,0.906,0.075,0.915,Hard,0,0,Switch Topic
45,57,52,5,0.463,0.334,0.563,0.552,Easy,1,0,Maintain Difficulty
95,92,92,1,0.909,0.882,0.119,0.918,Hard,0,0,Switch Topic
85,86,84,1,0.759,0.765,0.17,0.744,Medium,0,1,Ask Application Question
22,32,28,6,0.187,0.133,0.814,0.261,Hard,1,0,Reduce Difficulty
85,82,80,2,0.74,0.693,0.266,0.621,Medium,2,0,Ask Application Question
95,91,93,0,0.893,0.893,0.119,0.87,Easy,0,0,Increase Difficulty
59,47,59,5,0.538,0.395,0.619,0.465,Easy,1,0,Probe Missing Concept
96,95,96,0,0.942,0.957,0.055,0.936,Hard,0,0,Switch Topic
81,79,81,2,0.655,0.624,0.359,0.649,Medium,0,1,Ask Application Question
95,93,94,0,0.907,0.908,0.079,0.898,Easy,0,0,Increase Difficulty
85,85,84,2,0.723,0.758,0.201,0.716,Medium,2,0,Ask Application Question
41,44,31,4,0.472,0.328,0.779,0.422,Hard,0,2,Reduce Difficulty
85,85,82,1,0.777,0.706,0.199,0.67,Medium,1,0,Ask Application Question
92,87,86,0,0.978,0.786,0.138,0.792,Medium,1,0,Ask Application Question
68,67,73,3,0.665,0.563,0.363,0.639,Easy,1,0,Maintain Difficulty
44,41,36,6,0.457,0.45,0.72,0.36,Hard,1,0,Reduce Difficulty
22,34,29,7,0.142,0.219,0.809,0.274,Medium,1,0,Reduce Difficulty
31,34,27,7,0.273,0.267,0.851,0.26,Hard,0,4,Reduce Difficulty
82,70,82,2,0.788,0.727,0.411,0.687,Medium,2,0,Ask Follow-up Question
94,92,92,0,0.874,0.906,0.118,0.902,Hard,0,0,Switch Topic
87,85,86,1,0.814,0.783,0.189,0.79,Medium,1,0,Ask Application Question
73,71,85,1,0.601,0.644,0.274,0.625,Easy,0,1,Ask Follow-up Question
95,93,95,0,0.934,0.912,0.092,0.917,Hard,0,0,Switch Topic
81,78,99,3,0.828,0.688,0.089,0.759,Hard,0,1,Maintain Difficulty
92,89,92,0,0.838,0.855,0.129,0.819,Easy,0,0,Increase Difficulty
99,99,97,0,0.986,0.978,0.024,1.0,Hard,0,0,Switch Topic
95,94,93,0,0.904,0.916,0.091,0.937,Hard,0,0,Switch Topic
91,85,86,2,0.858,0.88,0.212,0.769,Medium,0,1,Ask Application Question
88,82,85,1,0.81,0.763,0.292,0.75,Medium,2,0,Ask Application Question
93,91,95,0,0.898,0.906,0.096,0.864,Hard,0,0,Switch Topic
85,82,83,0,0.785,0.644,0.246,0.73,Medium,1,0,Ask Application Question
86,81,84,1,0.784,0.697,0.299,0.738,Medium,0,1,Ask Application Question
34,46,36,7,0.306,0.405,0.709,0.439,Medium,1,0,Reduce Difficulty
68,78,85,3,0.669,0.619,0.238,0.76,Medium,1,0,Maintain Difficulty
97,93,95,0,0.943,0.926,0.089,0.911,Easy,0,0,Increase Difficulty
39,48,50,4,0.438,0.435,0.477,0.488,Medium,0,2,Reduce Difficulty
86,89,88,0,0.8,0.808,0.087,0.853,Medium,2,0,Ask Application Question
52,62,53,6,0.413,0.445,0.451,0.387,Medium,1,0,Probe Missing Concept
74,70,82,4,0.702,0.658,0.356,0.736,Easy,0,2,Probe Missing Concept
91,89,92,0,0.839,0.854,0.111,0.808,Easy,0,0,Increase Difficulty
81,83,100,1,0.784,0.782,0.012,0.801,Hard,1,0,Maintain Difficulty
93,91,92,0,0.873,0.872,0.121,0.882,Hard,0,0,Switch Topic
85,86,84,1,0.761,0.722,0.166,0.739,Medium,0,1,Ask Application Question
46,45,38,6,0.479,0.494,0.696,0.412,Medium,0,5,Reduce Difficulty
94,89,91,1,0.878,0.825,0.152,0.849,Easy,0,0,Increase Difficulty
26,32,32,6,0.225,0.224,0.753,0.247,Hard,0,4,Reduce Difficulty
56,53,69,3,0.508,0.52,0.413,0.493,Medium,0,1,Maintain Difficulty
80,72,84,2,0.77,0.694,0.315,0.699,Easy,2,0,Ask Follow-up Question
91,92,94,0,0.879,0.879,0.061,0.863,Hard,0,0,Switch Topic
64,55,70,5,0.581,0.496,0.528,0.6,Medium,1,0,Probe Missing Concept
57,53,69,2,0.483,0.572,0.424,0.48,Easy,2,0,Maintain Difficulty
83,76,91,1,0.88,0.831,0.097,0.733,Easy,1,0,Ask Follow-up Question
32,32,32,7,0.268,0.322,0.78,0.229,Medium,1,0,Reduce Difficulty
88,86,86,1,0.835,0.813,0.17,0.774,Medium,0,1,Ask Application Question
70,61,69,3,0.681,0.517,0.45,0.595,Medium,0,2,Probe Missing Concept
72,66,79,2,0.548,0.557,0.481,0.556,Medium,1,0,Ask Follow-up Question
93,90,91,1,0.871,0.819,0.126,0.848,Easy,0,0,Increase Difficulty
82,76,87,1,0.818,0.785,0.204,0.792,Easy,0,1,Ask Follow-up Question
74,68,81,2,0.615,0.568,0.417,0.597,Medium,0,1,Ask Follow-up Question
64,62,59,5,0.587,0.483,0.451,0.467,Medium,1,0,Probe Missing Concept
55,55,53,2,0.458,0.53,0.583,0.495,Hard,0,2,Maintain Difficulty
82,72,69,0,0.698,0.783,0.435,0.657,Hard,0,1,Maintain Difficulty
45,50,33,6,0.458,0.492,0.765,0.488,Hard,0,3,Reduce Difficulty
